id,notation,status,description,label,related,iwxxmVersionInfo
http://codes.wmo.int/306/4678/+DZSN,+DZSN,stable,Heavy precipitation of drizzle and snow,Heavy precipitation of drizzle and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+DZSNRA,+DZSNRA,stable,"Heavy precipitation of drizzle, snow and rain","Heavy precipitation of drizzle, snow and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+FC,+FC,stable,Well-developed funnel cloud(s) (tornado or waterspout),Well-developed funnel cloud(s) (tornado or waterspout),,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+FZDZ,+FZDZ,stable,Heavy precipitation of freezing drizzle,Heavy precipitation of freezing drizzle,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+FZDZRA,+FZDZRA,stable,Heavy precipitation of freezing drizzle and rain,Heavy precipitation of freezing drizzle and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+FZRA,+FZRA,stable,Heavy precipitation of freezng rain,Heavy precipitation of freezng rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+FZRADZ,+FZRADZ,stable,Heavy precipitation of freezing rain and drizzle,Heavy precipitation of freezing rain and drizzle,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+FZUP,+FZUP,stable,Heavy unidentified freezing precipitation,Heavy unidentified freezing precipitation,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PL,+PL,stable,Heavy precipitation of ice pellets,Heavy precipitation of ice pellets,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLDZ,+PLDZ,stable,Heavy precipitation of ice pellets and drizzle,Heavy precipitation of ice pellets and drizzle,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLDZRA,+PLDZRA,stable,"Heavy precipitation of ice pellets, drizzle and rain","Heavy precipitation of ice pellets, drizzle and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLRA,+PLRA,stable,Heavy precipitation of ice pellets and rain,Heavy precipitation of ice pellets and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLRADZ,+PLRADZ,stable,"Heavy precipitation of ice pellets, rain and drizzle","Heavy precipitation of ice pellets, rain and drizzle",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLRASN,+PLRASN,stable,"Heavy precipitation of ice pellets, rain and snow","Heavy precipitation of ice pellets, rain and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLSG,+PLSG,stable,Heavy precipitation of ice pellets and snow grains,Heavy precipitation of ice pellets and snow grains,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLSGSN,+PLSGSN,stable,"Heavy precipitation of ice pellets, snow grains and snow","Heavy precipitation of ice pellets, snow grains and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLSN,+PLSN,stable,Heavy precipitation of ice pellets and snow,Heavy precipitation of ice pellets and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLSNRA,+PLSNRA,stable,"Heavy precipitation of ice pellets, snow and rain","Heavy precipitation of ice pellets, snow and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+PLSNSG,+PLSNSG,stable,"Heavy precipitation of ice pellets, snow and snow grains","Heavy precipitation of ice pellets, snow and snow grains",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RA,+RA,stable,Heavy precipitation of rain,Heavy precipitation of rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RADZ,+RADZ,stable,Heavy precipitation of rain and drizzle,Heavy precipitation of rain and drizzle,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RADZPL,+RADZPL,stable,"Heavy precipitation of rain, drizzle and ice pellets","Heavy precipitation of rain, drizzle and ice pellets",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RADZSG,+RADZSG,stable,"Heavy precipitation of rain, drizzle and snow grains","Heavy precipitation of rain, drizzle and snow grains",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RADZSN,+RADZSN,stable,"Heavy precipitation of rain, drizzle and snow","Heavy precipitation of rain, drizzle and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RAPL,+RAPL,stable,Heavy precipitation of rain and ice pellets,Heavy precipitation of rain and ice pellets,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RAPLDZ,+RAPLDZ,stable,"Heavy precipitation of rain, ice pellets and drizzle","Heavy precipitation of rain, ice pellets and drizzle",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RAPLSN,+RAPLSN,stable,"Heavy precipitation of rain, ice pellets and snow","Heavy precipitation of rain, ice pellets and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RASG,+RASG,stable,Heavy precipitation of rain and snow grains,Heavy precipitation of rain and snow grains,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RASGDZ,+RASGDZ,stable,"Heavy precipitation of rain, snow grains and drizzle","Heavy precipitation of rain, snow grains and drizzle",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RASGSN,+RASGSN,stable,"Heavy precipitation of rain, snow grains and snow","Heavy precipitation of rain, snow grains and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RASN,+RASN,stable,Heavy precipitation of rain and snow,Heavy precipitation of rain and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RASNDZ,+RASNDZ,stable,"Heavy precipitation of rain, snow and drizzle","Heavy precipitation of rain, snow and drizzle",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RASNPL,+RASNPL,stable,"Heavy precipitation of rain, snow and ice pellets","Heavy precipitation of rain, snow and ice pellets",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+RASNSG,+RASNSG,stable,"Heavy precipitation of rain, snow and snow grains","Heavy precipitation of rain, snow and snow grains",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SG,+SG,stable,Heavy precipitation of snow grains,Heavy precipitation of snow grains,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGDZ,+SGDZ,stable,Heavy precipitation of snow grains and drizzle,Heavy precipitation of snow grains and drizzle,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGDZRA,+SGDZRA,stable,"Heavy precipitation of snow grains, drizzle and rain","Heavy precipitation of snow grains, drizzle and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGPL,+SGPL,stable,Heavy precipitation of snow grains and ice pellets,Heavy precipitation of snow grains and ice pellets,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGPLSN,+SGPLSN,stable,"Heavy precipitation of snow grains, ice pellets and snow","Heavy precipitation of snow grains, ice pellets and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGRA,+SGRA,stable,Heavy precipitation of snow grains and rain,Heavy precipitation of snow grains and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGRADZ,+SGRADZ,stable,"Heavy precipitation of snow grains, rain and drizzle","Heavy precipitation of snow grains, rain and drizzle",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGRASN,+SGRASN,stable,"Heavy precipitation of snow grains, rain and snow","Heavy precipitation of snow grains, rain and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGSN,+SGSN,stable,Heavy precipitation of snow grains and snow,Heavy precipitation of snow grains and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGSNPL,+SGSNPL,stable,"Heavy precipitation of snow grains, snow and ice pellets","Heavy precipitation of snow grains, snow and ice pellets",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SGSNRA,+SGSNRA,stable,"Heavy precipitation of snow grains, snow and rain","Heavy precipitation of snow grains, snow and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGR,+SHGR,stable,Heavy showery precipitation of hail,Heavy showery precipitation of hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGRRA,+SHGRRA,stable,Heavy showery precipitation of hail and rain,Heavy showery precipitation of hail and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGRRASN,+SHGRRASN,stable,"Heavy showery precipitation of hail, rain and snow","Heavy showery precipitation of hail, rain and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGRSN,+SHGRSN,stable,Heavy showery precipitation of hail and snow,Heavy showery precipitation of hail and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGRSNRA,+SHGRSNRA,stable,"Heavy showery precipitation of hail, snow and rain","Heavy showery precipitation of hail, snow and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGS,+SHGS,stable,Heavy showery precipitation of snow pellets/small hail,Heavy showery precipitation of snow pellets/small hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGSRA,+SHGSRA,stable,Heavy showery precipitation of snow pellets/small hail and rain,Heavy showery precipitation of snow pellets/small hail and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGSRASN,+SHGSRASN,stable,"Heavy showery precipitation of snow pellets/small hail, rain and snow","Heavy showery precipitation of snow pellets/small hail, rain and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGSSN,+SHGSSN,stable,Heavy showery precipitation of snow pellets/small hail and snow,Heavy showery precipitation of snow pellets/small hail and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHGSSNRA,+SHGSSNRA,stable,"Heavy showery precipitation of snow pellets/small hail, snow and rain","Heavy showery precipitation of snow pellets/small hail, snow and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHRA,+SHRA,stable,Heavy showery precipitation of rain,Heavy showery precipitation of rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHRAGR,+SHRAGR,stable,Heavy showery precipitation of rain and hail,Heavy showery precipitation of rain and hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHRAGRSN,+SHRAGRSN,stable,"Heavy showery precipitation of rain, hail and snow","Heavy showery precipitation of rain, hail and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHRAGS,+SHRAGS,stable,Heavy showery precipitation of rain and snow pellets/small hail,Heavy showery precipitation of rain and snow pellets/small hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHRAGSSN,+SHRAGSSN,stable,"Heavy showery precipitation of rain, snow pellets/small hail and snow","Heavy showery precipitation of rain, snow pellets/small hail and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHRASN,+SHRASN,stable,Heavy showery precipitation of rain and snow,Heavy showery precipitation of rain and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHRASNGR,+SHRASNGR,stable,"Heavy showery precipitation of rain, snow and hail","Heavy showery precipitation of rain, snow and hail",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHRASNGS,+SHRASNGS,stable,"Heavy showery precipitation of rain, snow and snow pellets/small hail","Heavy showery precipitation of rain, snow and snow pellets/small hail",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHSN,+SHSN,stable,Heavy showery precipitation of snow,Heavy showery precipitation of snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHSNGR,+SHSNGR,stable,Heavy showery precipitation of snow and hail,Heavy showery precipitation of snow and hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHSNGRRA,+SHSNGRRA,stable,"Heavy showery precipitation of snow, hail and rain","Heavy showery precipitation of snow, hail and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHSNGS,+SHSNGS,stable,Heavy showery precipitation of snow and snow pellets/small hail,Heavy showery precipitation of snow and snow pellets/small hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHSNGSRA,+SHSNGSRA,stable,"Heavy showery precipitation of snow, snow pellets/small hail and rain","Heavy showery precipitation of snow, snow pellets/small hail and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHSNRA,+SHSNRA,stable,Heavy showery precipitation of snow and rain,Heavy showery precipitation of snow and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHSNRAGR,+SHSNRAGR,stable,"Heavy showery precipitation of snow, rain and hail","Heavy showery precipitation of snow, rain and hail",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHSNRAGS,+SHSNRAGS,stable,"Heavy showery precipitation of snow, rain and snow pellets/small hail","Heavy showery precipitation of snow, rain and snow pellets/small hail",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SHUP,+SHUP,stable,Heavy unidentified showery precipitation,Heavy unidentified showery precipitation,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SN,+SN,stable,Heavy precipitation of snow,Heavy precipitation of snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNDZ,+SNDZ,stable,Heavy precipitation of snow and drizzle,Heavy precipitation of snow and drizzle,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNDZRA,+SNDZRA,stable,"Heavy precipitation of snow, drizzle and rain","Heavy precipitation of snow, drizzle and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNPL,+SNPL,stable,Heavy precipitation of snow and ice pellets,Heavy precipitation of snow and ice pellets,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNPLRA,+SNPLRA,stable,"Heavy precipitation of snow, ice pellets and rain","Heavy precipitation of snow, ice pellets and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNPLSG,+SNPLSG,stable,"Heavy precipitation of snow, ice pellets and snow grains","Heavy precipitation of snow, ice pellets and snow grains",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNRA,+SNRA,stable,Heavy precipitation of snow and rain,Heavy precipitation of snow and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNRADZ,+SNRADZ,stable,"Heavy precipitation of snow, rain and drizzle","Heavy precipitation of snow, rain and drizzle",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNRAPL,+SNRAPL,stable,"Heavy precipitation of snow, rain and ice pellets","Heavy precipitation of snow, rain and ice pellets",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNRASG,+SNRASG,stable,"Heavy precipitation of snow, rain and snow grains","Heavy precipitation of snow, rain and snow grains",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNSG,+SNSG,stable,Heavy precipitation of snow and snow grains,Heavy precipitation of snow and snow grains,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNSGPL,+SNSGPL,stable,"Heavy precipitation of snow, snow grains and ice pellets","Heavy precipitation of snow, snow grains and ice pellets",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SNSGRA,+SNSGRA,stable,"Heavy precipitation of snow, snow grains and rain","Heavy precipitation of snow, snow grains and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+SS,+SS,stable,Heavy sandstorm,Heavy sandstorm,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGR,+TSGR,stable,Thunderstorm with heavy precipitation of hail,Thunderstorm with heavy precipitation of hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGRRA,+TSGRRA,stable,Thunderstorm with heavy precipitation of hail and rain,Thunderstorm with heavy precipitation of hail and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGRRASN,+TSGRRASN,stable,"Thunderstorm with heavy precipitation of hail, rain and snow","Thunderstorm with heavy precipitation of hail, rain and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGRSN,+TSGRSN,stable,Thunderstorm with heavy precipitation of hail and snow,Thunderstorm with heavy precipitation of hail and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGRSNRA,+TSGRSNRA,stable,"Thunderstorm with heavy precipitation of hail, snow and rain","Thunderstorm with heavy precipitation of hail, snow and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGS,+TSGS,stable,Thunderstorm with heavy precipitation of snow pellets/small hail,Thunderstorm with heavy precipitation of snow pellets/small hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGSRA,+TSGSRA,stable,Thunderstorm with heavy precipitation of snow pellets/small hail and rain,Thunderstorm with heavy precipitation of snow pellets/small hail and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGSRASN,+TSGSRASN,stable,"Thunderstorm with heavy precipitation of snow pellets/small hail, rain and snow","Thunderstorm with heavy precipitation of snow pellets/small hail, rain and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGSSN,+TSGSSN,stable,Thunderstorm with heavy precipitation of snow pellets/small hail and snow,Thunderstorm with heavy precipitation of snow pellets/small hail and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSGSSNRA,+TSGSSNRA,stable,"Thunderstorm with heavy precipitation of snow pellets/small hail, snow and rain","Thunderstorm with heavy precipitation of snow pellets/small hail, snow and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSRA,+TSRA,stable,Thunderstorm with heavy precipitation of rain,Thunderstorm with heavy precipitation of rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSRAGR,+TSRAGR,stable,Thunderstorm with heavy precipitation of rain and hail,Thunderstorm with heavy precipitation of rain and hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSRAGRSN,+TSRAGRSN,stable,"Thunderstorm with heavy precipitation of rain, hail and snow","Thunderstorm with heavy precipitation of rain, hail and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSRAGS,+TSRAGS,stable,Thunderstorm with heavy precipitation of rain and snow pellets/small hail,Thunderstorm with heavy precipitation of rain and snow pellets/small hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSRAGSSN,+TSRAGSSN,stable,"Thunderstorm with heavy precipitation of rain, snow pellets/small hail and snow","Thunderstorm with heavy precipitation of rain, snow pellets/small hail and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSRASN,+TSRASN,stable,Thunderstorm with heavy precipitation of rain and snow,Thunderstorm with heavy precipitation of rain and snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSRASNGR,+TSRASNGR,stable,"Thunderstorm with heavy precipitation of rain, snow and hail","Thunderstorm with heavy precipitation of rain, snow and hail",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSRASNGS,+TSRASNGS,stable,"Thunderstorm with heavy precipitation of rain, snow and snow pellets/small hail","Thunderstorm with heavy precipitation of rain, snow and snow pellets/small hail",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSSN,+TSSN,stable,Thunderstorm with heavy precipitation of snow,Thunderstorm with heavy precipitation of snow,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSSNGR,+TSSNGR,stable,Thunderstorm with heavy precipitation of snow and hail,Thunderstorm with heavy precipitation of snow and hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSSNGRRA,+TSSNGRRA,stable,"Thunderstorm with heavy precipitation of snow, hail and rain","Thunderstorm with heavy precipitation of snow, hail and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSSNGS,+TSSNGS,stable,Thunderstorm with heavy precipitation of snow and snow pellets/small hail,Thunderstorm with heavy precipitation of snow and snow pellets/small hail,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSSNGSRA,+TSSNGSRA,stable,"Thunderstorm with heavy precipitation of snow, snow pellets/small hail and rain","Thunderstorm with heavy precipitation of snow, snow pellets/small hail and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSSNRA,+TSSNRA,stable,Thunderstorm with heavy precipitation of snow and rain,Thunderstorm with heavy precipitation of snow and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSSNRAGR,+TSSNRAGR,stable,"Thunderstorm with heavy precipitation of snow, rain and hail","Thunderstorm with heavy precipitation of snow, rain and hail",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSSNRAGS,+TSSNRAGS,stable,"Thunderstorm with heavy precipitation of snow, rain and snow pellets/small hail","Thunderstorm with heavy precipitation of snow, rain and snow pellets/small hail",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+TSUP,+TSUP,stable,Thunderstorm with heavy precipitation of unidentified precipitation,Thunderstorm with heavy precipitation of unidentified precipitation,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/+UP,+UP,stable,Heavy unidentified precipitation,Heavy unidentified precipitation,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DS,-DS,stable,Light duststorm,Light duststorm,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZ,-DZ,stable,Light precipitation of drizzle,Light precipitation of drizzle,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZPL,-DZPL,stable,Light precipitation of drizzle and ice pellets,Light precipitation of drizzle and ice pellets,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZPLRA,-DZPLRA,stable,"Light precipitation of drizzle, ice pellets and rain","Light precipitation of drizzle, ice pellets and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZRA,-DZRA,stable,Light precipitation of drizzle and rain,Light precipitation of drizzle and rain,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZRAPL,-DZRAPL,stable,"Light precipitation of drizzle, rain and ice pellets","Light precipitation of drizzle, rain and ice pellets",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZRASG,-DZRASG,stable,"Light precipitation of drizzle, rain and snow grains","Light precipitation of drizzle, rain and snow grains",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZRASN,-DZRASN,stable,"Light precipitation of drizzle, rain and snow","Light precipitation of drizzle, rain and snow",,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZSG,-DZSG,stable,Light precipitation of drizzle and snow grains,Light precipitation of drizzle and snow grains,,1.1;2.1;3.0;2021-2;2023-1;2025-2
http://codes.wmo.int/306/4678/-DZSGRA,-DZSGRA,stable,"Light precipitation of drizzle, snow grains and rain","Light precipitation of drizzle, snow grains and rain",,1.1;2.1;3.0;2021-2;2023-1;2025-2
